11,93. Eternal Sunshine of the Spotless Mind,https://www.imdb.com//title/tt0338013,Love it,"For a movie that was made in 2004, I'm very impressed by the cinematography. It's not easy to narrate such a story and plot using limited equipements, moving from one time to another, but it was beautifully presented and you could easily understand when and how things happened.It is very enjoyable and every scene is important, you cannot miss one. And I love the plot twist, how it began from the ending, and how different you see them now even if you already watched the scene before.What I loved the most is the concept and idea behind it. It can be interpreted in different ways but what I felt just really hit me.Love is beautiful. It is painfully beautiful. You fall in love with someone, but the process of falling in love is what makes it special. You discover yourself, what you like, what you hate. You change, maybe for the worse but it doesn't matter, because you're living the best time of your life, experiencing love again. You might go through hell or not know what you're doing in a relationship, but love is the only beautiful thing in relationships, because everyone is f up and lost.I loved the ending, when they both knew and were sure of how their relationship ended, however they still wanted to be together and do it all over again, they still wanted to fall for each other, they still wanted pain for the sake of love, because it's worth it.",https://www.imdb.com//review/rw9537569/?ref_=tt_urv
12,99. The Apartment,https://www.imdb.com//title/tt0053604,Always follow what your gut tells you!,"I begin by expressing my profound admiration for the 1960s, a decade that holds a special place in my heart, particularly in the realm of cinema. The 60s witnessed monumental events, both on Earth and beyond, and two instances that stand out are Neil Armstrong and Buzz Aldrin's historic walk on the Moon during the Cold War-era Space Race and the groundbreaking contributions of filmmaker Billy Wilder.Drawing a parallel between these significant milestones, I find a compelling analogy between Wilder's film ""The Apartment"" and Armstrong's first steps on the lunar surface. In the world of cinema, ""The Apartment"" marked a revolutionary moment for Wilder, akin to Armstrong's historic lunar walk. It served as a catalyst, sparking a cinematic revolution that reverberated through subsequent works.While Wilder's filmography of the 60s includes notable works like ""One, Two, Three"" (1961), ""Irma la Douce"" (1963), and ""Kiss Me, Stupid"" (1964), it is undeniable that ""The Apartment"" was the genesis of his cinematic journey during that era. The film laid the foundation for Wilder's distinctive style and narrative prowess, setting the stage for the subsequent masterpieces that followed.",https://www.imdb.com//review/rw9539645/?ref_=tt_urv
13,103. Vertigo,https://www.imdb.com//title/tt0052357,"Groundbreaking themes, visuals in this moody classic thriller","I recently watched the restored version of Alfred Hitchcock's ""Vertigo."" The plot, which has some puzzling holes, follows John ""Scottie"" Ferguson (James Stewart) as a retired San Francisco police detective who grapples with crippling acrophobia, vertigo and guilt after a rooftop chase of a suspect results in a fellow cop's death. Scottie spends time with his ex-fiancee and best buddy, Midge (Barbara Bel Geddes in a very underrated performance), an independent, successful commercial artist who still pines for him.With little to do with his time, Scottie takes on a private eye gig to follow the gorgeous young wife of a wealthy college chum, Gavin Elster, who has suspicions about what she's doing all day long. It appears that the young, glamorous Madeleine (Kim Novak) is obsessed with her dead great-grandmother, Carlotta, who committed suicide and became an old San Francisco legend. Scottie follows Madeleine as she visits Carlotta's grave at a picturesque Spanish mission churchyard and her portrait in the museum. Naturally, Scottie falls madly in love with the ethereal, elegant and haunted Madeleine, and becomes obsessed with her, with disastrous results all around.""Vertigo"" explores mental illness, obsession and the dark, destructive side of sexual attraction. Scottie's phobias (fear of heights and fear of falling) and his vertigo are major plot elements, crippling him emotionally and cutting his career short -- in effect, emasculating him. He seems energized by his passion for Madeleine, but it actually clouds his judgment and causes him more pain.The elements that stood out for me were stylistic, especially Hitchcock's very deliberate manipulation of light and color. When Midge and Scottie visit a bookstore to ask the owner, a local historian, what he knows about Madeleine's ancestor, the lighting gradually darkens to the point where you can hardly see the three actors, then brightens again once they step outside, although at dusk. There is a famous shot of Kim Novak walking out of a hotel bathroom, perfectly dressed and coiffed, where she is bathed in eerie green light from the neon sign outside. The camera is placed from Scottie's viewpoint, and we sense that he has given himself over to his obsession and idealization of this woman. There is a wild, colorful, animated dream sequence which seems dated now, but at the time, would have been rather avant-garde.Hitchcock also made the most of the spectacular settings of 1950s San Francisco, with many of its striking landmarks (Coit Tower, Golden Gate Bridge, Muir Woods, the Palace of the Legion of Honor) as sites for important plot twists. In a film about obsession, detachment from reality and dreams, San Francisco seems like a film set dreamed up by an artist, but of course, all these places are real.The plot has some serious holes, including the characters' motivations. You would have to overlook that and simply enjoy the languid beauty of the cinematography, and the exploration of obsession and other psychological themes.Also, Stewart's age was an issue for me in this role. Stewart looks too old to be a romantic partner for Novak in this film, although I thought they made a cute, quirky couple in the comedy ""Bell, Book and Candle,"" where he was a publishing executive -- more of a worldly, attractive figure than a San Fran cop who had to take early retirement because of his fear of heights and can't even buy you drinks at the Top of the Mark. He looks old enough to be retired from the police force because, well, he was at retirement age for a cop. He and Midge talk about how they had dated in college, but Midge looks much younger than him. In fact, Bel Geddes was 14 years younger than Stewart.The films of that era often paired young actresses with established male actors old enough to be their fathers, and it doesn't always resonate with modern audiences in my opinion. In some films, it makes more sense that the ""ingenue"" would fall for a powerful, wealthy and sophisticated older man, but in other films, it just feels a bit creepy. It works better if the script actually acknowledges the age difference.",https://www.imdb.com//review/rw9527703/?ref_=tt_urv
14,106. Le fabuleux destin d'Amélie Poulain,https://www.imdb.com//title/tt0211915,Colorful and vibrant and charming!!!,"I have mixed feeling about Amelie. Stunning and exquisite cinematography, colors, clothing, environment, music, set, mood, everything about the movie. Except the plot/dialogue. Which bored me in the middle.This movie took me into another world. The setting and environment , is something else. I feel like i want to experience it someday. In Paris, with the vibrant colors, clothes, cafe, the neighborhood. Also the little details in the movie. Enjoyed this aspect of the movie.However, the story i didn't like. Except for the happy ending. The movie was scattered and random, you don't know where it's going to the point it feels like the story is pointless. A lot of unnecessary scenes and took a lot of random turns until you finally saw the big picture. She has something missing in her that she wanted to find, instead of helping others. Also a lot of contradictions, one time she's good one time she's revengeful another she's shy and another time she is not. Well, then she ""a kind hearted introvert"" wants to find love, she loves a person deeplu without knowing anything about him except that he works at a porn shop and does some nonsense (the picture booth). Sure. A lot of unrealistic stuff all around.Anyways, i did enjoy the movie but enjoyed the picturesque aspect of it more than the story.",https://www.imdb.com//review/rw9491278/?ref_=tt_urv
15,129. Some Like It Hot,https://www.imdb.com//title/tt0053291,"Well, nobody's perfect! Perhaps Some Like It Hot is!?","Billy Wilders 1959 comedy ""Some Like it Hot"" will forever be an absolute masterpiece of comedic cinema. A wonderful cast starring Tony Curtis, Jack Lemmon and an astonishing Marilyn Monroe combined with Billy Wilders directing make this film a classic that will never be forgotten.The plot of two male musicians dressing up as women to escape the mob during the prohibition era in Chicago is in itself not only unique but also hilarious.However, as great as this film is in delivering laughs and entertainment, that is not all to it.Some Like It Hot shows how different people were treated by their gender and attractiveness. ""Daphne"" and ""Josephine"" (the two musicians female alter egos) are constantly being approached or even touched by men throughout the film.All in all, Billy Wilders classic is a great piece of comedic cinema, while it also makes one think about the differences between men and women in society.",https://www.imdb.com//review/rw9495136/?ref_=tt_urv
16,162. Gone with the Wind,https://www.imdb.com//title/tt0031381,Enduring classic,"""Gone with the Wind"" stands as an enduring classic in cinematic history, and its timeless appeal is owed to its exceptional storytelling, compelling characters, and groundbreaking production.Set against the backdrop of the American Civil War and Reconstruction era, the film unfolds with sweeping grandeur and meticulous attention to detail. Vivien Leigh's portrayal of Scarlett O'Hara is nothing short of iconic. Her performance is a masterclass in acting, navigating Scarlett's complex character arc with grace and depth. Leigh's ability to convey resilience, vulnerability, and determination adds immeasurable richness to the film.Clark Gable's Rhett Butler is the perfect foil to Leigh's Scarlett, creating an on-screen chemistry that sizzles with tension and passion. Gable's charismatic performance contributes to the film's enduring romantic allure, making Rhett Butler one of cinema's most memorable characters.The film's production values, particularly its cinematography and set design, were groundbreaking for its time. The sweeping landscapes and grandiose scenes are visually stunning, contributing to the epic scale of the narrative. Max Steiner's iconic musical score further enhances the emotional impact, creating a timeless soundscape that resonates through the ages.""Gone with the Wind"" is not just a film; it's a cinematic epic that has left an indelible mark on popular culture. Its exploration of love, loss, and resilience, set against the backdrop of a nation in turmoil, continues to captivate audiences. As a cinematic achievement, ""Gone with the Wind"" remains a testament to the power of storytelling and the enduring magic of the silver screen.",https://www.imdb.com//review/rw9515459/?ref_=tt_urv
17,166. El Secreto De Sus Ojos,https://www.imdb.com//title/tt1305806,The lack of consistency brings it down.,"This movie is like Marmite, you're going to love it or hate it, period, there is no in-between. The major problem of IMDb these days is the reviews are pretentious. This site has become the refuge of wannabe film critics who give 10s to anything 'not Marvel's, thinking they look smart doing so. But what's the deal with this movie? Well, for starters, the first hour feels very much like your standard modern Spanish / South American production. With fairly static shots, stiff acting and generic delivery.BUT for some reason that is absolutely beyond me, its second half kicks off with a shot I had to rewind to believe and even looked up on YouTube to understand how it was done, then it merges into some homage to Casablanca, then to the French classics, and finally it desaturates its color palette to the point where trees become gray. No explanation is given. It's either going to be seen as pure genius or absolutely demented. And that's what bothers me. It's an homage to the French classics, it nails the 80s feel, probably in a way that no other movie has ever done. But at the same time, we're treated to amateurish make-ups, and the aforementioned first hour which felt more like law and order than watching a real movie. Did the director of photography get fired mid shot? Is this all purpose? We will never know.If the symbolism had been better handled, (it is not exactly subtle) and the movie far more consistent visually,this could have been an absolute masterpiece. I felt like I watched half a film. And I can't even excuse it for being low budget or made by amateurs because it's none of these things.Puzzling but they are worse things you can watch.",https://www.imdb.com//review/rw9504600/?ref_=tt_urv
18,184. Before Sunrise,https://www.imdb.com//title/tt0112471,Never let the love of your life go,"Never let go the love of your love. Well explained mesmerising movie ,after watching, i gurantee u are not gonna able to get it out of your head for quite sometimes. It's just the way the movie is made. It has some poetry ,some feelings and some situations.Never let go the love of your love. Well explained mesmerising movie ,after watching, i gurantee u are not gonna able to get it out of your head for quite sometimes. It's just the way the movie is made. It has some poetry ,some feelings and some situations. Never let go the love of your love. Well explained mesmerising movie ,after watching, i gurantee u are not gonna able to get it out of your head for quite sometimes. It's just the way the movie is made. It has some poetry ,some feelings and some situations.",https://www.imdb.com//review/rw9536126/?ref_=tt_urv
19,189. The Gold Rush,https://www.imdb.com//title/tt0015864,Raw Screenplay and Fine Slapstick Comedy,Charlie Chaplin had so many great sketches of comedic gags. He was a pioneering screenplay comedian.Acting is superb. It's all on the visuals as obviously there's no audio apart from the fabulous piano score.It's an emotive story about prospectors set in the good ol' USA at a time when the man who obtained gold got rich and was the envy of his peers.Sadly people still think that today and equity and capitalism are the envy now when there's much more to life. Do people learn?I love the desperation of the actors and the infighting. The slapstick is just excellent. The way Chaplin provokes the audience for gags and laughs is divine. A sensational talent.A classic movie. Please watch. So many acting lessons on show.,https://www.imdb.com//review/rw9433148/?ref_=tt_urv
20,198. Smultronstället,https://www.imdb.com//title/tt0050986,WHEN ONE DAY IN LIFE CAN OPEN OUR EYES ABOUT YOUR WHOLE LIFE,"Wild strawberries 1957 When one day in life can open our eyes to everything we've been through, whether we've made the right choices and even our way of being is called into question. Dr. BORG (Victor Sjostrom) a financially and professionally successful widower makes a car trip to receive a prize, but on this trip he ends up passing through places from his childhood and opening his eyes to the visions of the vivid memories he witnesses, his eternal beloved who currently married his brother, his mother and his son who alone treat the feeling of loneliness very deeply perhaps due to his selfishness and Dr. BORG can see all of this only after that day when he gives a ride to some people who, talking about life, opens it up to his eyes. His family picked wild strawberries as a child, but even so he could have had a name more closely linked to the protagonist. Director Ingamar Bergman's plans are the most psychological in the history of cinema, he has a quick dollie or zoom for important expressions of the character, but it is not comical like Quentin Tarantino's, always trying to cut as little as possible always brings a lot of reality and drama of the scenes. A genius!!!",https://www.imdb.com//review/rw9537313/?ref_=tt_urv
